|index|sentID|caseNumber|isLast|rhetClass|text
33|56|1400029P120S2|1400029|False|LegalRuleSentence|However, as to PTSD, an in-service diagnosis is not required.
34|57|1400029P120S3|1400029|False|CitationSentence|See 38 C.F.R. § 3.304(f).
35|59|1400029P120S4|1400029|False|EvidenceSentence|Post-service, the Veteran did report symptoms of nervousness and anxiety in August 1971, which was several months after his discharge from service.
36|62|1400029P120S5|1400029|False|EvidenceSentence|However, VA psychological testing was normal at that time and did not reveal any mental health disorder.
37|63|1400029P121S1|1400029|False|LegalRuleSentence|With respect to the criteria of a current diagnosis of PTSD, the threshold consideration for any service connection claim is the existence of a current disability.
38|64|1400029P121S2|1400029|False|CitationSentence|38 U.S.C.A. § 1110; 38 C.F.R. § 3.303; Boyer v. West, 210 F.3d 1351, 1353 (Fed. Cir. 2000); Brammer v. Derwinski, 3 Vet. App. 223, 225 (1992).
39|65|1400029P121S3|1400029|False|LegalRuleSentence|In particular, aside from verification of an in-service stressor, current medical evidence diagnosing PTSD in accordance with 38 C.F.R. § 4.125(a) (i.e., DSM-IV) is required, as well as competent evidence of a nexus between current PTSD symptomatology and his verified in-service stressor.
40|66|1400029P121S4|1400029|False|CitationSentence|38 C.F.R. § 3.304(f). See also Cohen v. Brown, 10 Vet. App. 128 (1997).
41|67|1400029P121S5|1400029|False|LegalRuleSentence|Under the amended PTSD regulation, effective July 13, 2010, a VA psychiatrist or psychologist, or a psychiatrist or psychologist with whom VA has contracted, must confirm that the claimed stressor is adequate to support a diagnosis of PTSD and that a Veteran's symptoms are related to the claimed stressor, in order to warrant service connection for PTSD.
42|68|1400029P121S6|1400029|False|CitationSentence|38 C.F.R. § 3.304(f)(3) (2013).
43|69|1400029P122S1|1400029|False|ReasoningSentence|With regard to a diagnosis of PTSD based on his in-service stressors from Vietnam, the record reflects several favorable and unfavorable medical opinions of record.
44|72|1400029P122S2|1400029|False|FindingSentence|However, upon review, in the present case, the Board finds the most probative medical evidence weighs against a finding that the Veteran has a PTSD diagnosis in accordance with 38 C.F.R. § 4.125(a) (i.e., DSM-IV).
45|73|1400029P123S1|1400029|False|LegalRuleSentence|The Board must determine, as a question of fact, both the weight and credibility of the evidence.
46|74|1400029P123S2|1400029|False|LegalRuleSentence|Equal weight is not accorded to each piece of evidence contained in a record; every item does not have the same probative value.
47|75|1400029P123S3|1400029|False|LegalRuleSentence|The Board must account for the evidence which it finds to be persuasive or unpersuasive, analyze the credibility and probative value of all material evidence submitted by and on behalf of a claimant, and provide the reasons for its rejection of any such evidence.
48|76|1400029P123S4|1400029|False|CitationSentence|See Struck v. Brown, 9 Vet. App. 145, 152 (1996); Caluza v. Brown, 7 Vet. App. 498, 506 (1995); Gabrielson v. Brown, 7 Vet. App. 36, 40 (1994); Abernathy v. Principi, 3 Vet. App. 461, 465 (1992); Simon v. Derwinski, 2 Vet. App. 621, 622 (1992); Hatlestad v. Derwinski, 1 Vet. App. 164, 169 (1991).
49|77|1400029P124S1|1400029|False|Sentence|In evaluating the probative value of competent medical evidence, the Court has stated, in pertinent part:
50|78|1400029P125S1|1400029|False|LegalRuleSentence|The probative value of medical opinion evidence is based on the medical expert's personal examination of the patient, the physician's knowledge and skill in analyzing the data, and the medical conclusion that the physician reaches.
51|79|1400029P125S2|1400029|False|LegalRuleSentence|. . . As is true with any piece of evidence, the credibility and weight to be attached to these opinions [are] within the province of the adjudicators; . . .
52|80|1400029P126S1|1400029|False|CitationSentence|Guerrieri v. Brown, 4 Vet. App. 467, 470-71 (1993).
53|81|1400029P126S2|1400029|False|LegalRuleSentence|It is not error for the Board to favor the opinion of one competent medical expert over that of another when the Board gives an adequate statement of reasons or bases.
54|82|1400029P126S3|1400029|False|CitationSentence|See Owens v. Brown, 7 Vet. App. 429, 433 (1995).
55|84|1400029P127S1|1400029|False|EvidenceSentence|With regard to the positive evidence, in 2010 and 2011, a private psychologist, Dr. A.G., PhD., diagnosed the Veteran with PTSD due to his Vietnam experiences.
56|86|1400029P127S2|1400029|False|EvidenceSentence|Dr. A.G. believed the Veteran met the DSM-IV criteria for PTSD.
57|88|1400029P127S3|1400029|False|EvidenceSentence|She added that his particular post-service line of work as a firefighter makes it more likely for him to experience PTSD symptoms or exacerbation of earlier trauma.
58|90|1400029P127S4|1400029|False|EvidenceSentence|She noted symptoms, such as hypervigilance, reduced sleeping, nightmares, and anxiety.
59|92|1400029P127S5|1400029|False|EvidenceSentence|She indicated that the Veteran was no longer able to work as a firefighter due to his PTSD symptoms.
60|93|1400029P127S6|1400029|False|ReasoningSentence|The conclusion of Dr. A.G. provides some evidence in support of the PTSD claim.
61|95|1400029P128S1|1400029|False|EvidenceSentence|On the other hand, a December 1991 VA psychological examiner diagnosed with Veteran with generalized anxiety disorder, but would not confirm a diagnosis for PTSD.
62|97|1400029P128S2|1400029|False|EvidenceSentence|However, in rendering this opinion, the VA examiner did not have access to the Veteran's claims folder or any of the treatment records immediately after discharge reflecting the Veteran's complaints of nervousness.
63|98|1400029P128S3|1400029|False|ReasoningSentence|Thus, this VA opinion is entitled to limited probative value.
64|100|1400029P129S1|1400029|False|EvidenceSentence|A November 2010 VA psychological examiner also provided a very detailed discussion of the Veteran's history of psychiatric treatment since discharge from service in 1971.
65|103|1400029P129S2|1400029|False|EvidenceSentence|The VA examiner discussed the Veteran's in-service stressors thoroughly; however, the VA examiner opined that the Veteran's symptoms did not meet the DSM-IV criteria for PTSD or any other mental disorder.
66|105|1400029P129S3|1400029|False|EvidenceSentence|"The VA examiner indicated that the overall level of stress exposure based on frequency and severity of incident exposure was ""low."""
67|107|1400029P129S4|1400029|False|EvidenceSentence|"The examiner added that the Veteran was ""vague"" as to whether he was horrified at the time of the stressors."
68|109|1400029P129S5|1400029|False|EvidenceSentence|Notably, the examiner remarked that the Veteran did not meet the DSM-IV criteria for PTSD of reporting symptoms of re-experiencing, avoidance, and arousal.
69|110|1400029P129S6|1400029|False|ReasoningSentence|This examination provides strong evidence against the existence of a current PTSD diagnosis attributable to in-service stressors from Vietnam.
70|113|1400029P130S1|1400029|False|EvidenceSentence|Additionally, a November 2010 VA mental health assessment from a nurse practitioner indicated that a diagnosis of PTSD had to be ruled out, but added that, based on his reported symptoms, he had a diagnosis of generalized anxiety disorder and dysthymia and did not meet the criteria for PTSD at that time.
71|115|1400029P130S2|1400029|False|EvidenceSentence|It was noted that the Veteran warranted further evaluation in the future due to his traumatic stressors as a firefighter and in Vietnam.
72|117|1400029P130S3|1400029|False|EvidenceSentence|None of the other VA mental health records dated in 2010 diagnosed PTSD.
73|119|1400029P130S4|1400029|False|EvidenceSentence|"In fact, at a December 2010 VA mental health assessment, the Veteran ""was unable to identify a specific stressor that may account for his 'nervousness' following time in Vietnam."""
74|121|1400029P131S1|1400029|False|EvidenceSentence|Moreover, a September 2011 VA psychological examiner found that the Veteran's symptoms did not meet the diagnostic criteria for PTSD under the DSM-IV or any other mental disorder.
75|123|1400029P131S2|1400029|False|EvidenceSentence|After discussing the Veteran's stressors, the VA examiner concluded that the Veteran's stressors were not sufficiently traumatic and were not adequate to support a diagnosis of PTSD for this particular Veteran.
76|125|1400029P131S3|1400029|False|EvidenceSentence|Notably, the VA examiner indicated that the Veteran also answered in the negative regarding every single criterion for PTSD when specifically queried by the examiner about each and every symptom.
77|127|1400029P131S4|1400029|False|EvidenceSentence|The examination revealed that he did not meet the DSM-IV criterion A through E for PTSD.
78|129|1400029P131S5|1400029|False|EvidenceSentence|In particular, the Veteran did not persistently reexperience his traumatic events from Vietnam; there was no persistent avoidance of stimuli associated with the trauma or numbing of general responsiveness; there were no persistent symptoms of increased arousal; and the Veteran did not meet the full criteria for PTSD.
79|131|1400029P131S6|1400029|False|EvidenceSentence|The Veteran also did not endorse a single symptom of clinical depression.
80|132|1400029P131S7|1400029|False|ReasoningSentence|This examination also provides strong evidence against the existence of a current PTSD diagnosis attributable to in-service stressors from Vietnam.
81|135|1400029P131S8|1400029|False|FindingSentence|Upon review, in the present case, the Board finds the most probative medical evidence weighs against a finding that the Veteran has a PTSD diagnosis in accordance with 38 C.F.R. § 4.125(a) (i.e., DSM-IV).
82|136|1400029P131S9|1400029|False|ReasoningSentence|Overall, the November 2010 and September 2011 VA psychological examinations in particular were thorough, supported by an explanation, and considered the Veteran's history and relevant longitudinal complaints.
83|137|1400029P131S10|1400029|False|ReasoningSentence|The VA opinions and treatment records outweigh the private treatment of record on the issue of whether the Veteran has a PTSD diagnosis in accordance with DSM-IV.
84|138|1400029P131S11|1400029|False|ReasoningSentence|After an extensive interview and testing, the VA examiners provided greater detail in assessing whether the Veteran met each of the DSM-IV criteria (A through E) for PTSD than the private psychologist, Dr. A.G.
85|139|1400029P132S1|1400029|False|LegalRuleSentence|With regard to lay evidence, the Board notes that lay persons are not categorically incompetent to speak on matters of medical diagnosis or etiology.
86|140|1400029P132S2|1400029|False|CitationSentence|Davidson v. Shinseki, 581 F.3d 1313, 1316 (Fed. Cir. 2009).
87|141|1400029P132S3|1400029|False|LegalRuleSentence|The Board must consider the type of condition specifically claimed and whether it is readily amenable to lay diagnosis or probative comment on etiology.
88|142|1400029P132S4|1400029|False|CitationSentence|See Woehlaert v. Nicholson, 21 Vet. App. 456, 462 (2007).
89|143|1400029P132S5|1400029|False|ReasoningSentence|In this vein, the Board acknowledges the Veteran is competent to report psychiatric symptoms both during and after service.
90|144|1400029P132S6|1400029|False|CitationSentence|See 38 C.F.R. § 3.159(a)(2); Jandreau, 492 F.3d at 1377 (discussing that Veteran is competent to report a contemporaneous medical diagnosis); Buchanan v. Nicholson, 451 F.3d 1331, 1337 (Fed. Cir. 2006) (discussing general competency of a Veteran to report psychiatric symptoms).
91|145|1400029P132S7|1400029|False|ReasoningSentence|That notwithstanding, in the instant case, the Board has found the Veteran's lay statements are less persuasive than the post-service medical evidence finding that the Veteran does not meet the DSM-IV criteria for PTSD.
92|146|1400029P132S8|1400029|False|LegalRuleSentence|The Federal Circuit has held that the Board can favor competent medical evidence over lay statements offered by the Veteran, as long as the Board neither deems lay evidence categorically incompetent nor improperly requires a medical opinion as the sole way to prove causation.
93|147|1400029P132S9|1400029|False|CitationSentence|King v. Shinseki, 700 F.3d 1339, 1344 (2012).
94|148|1400029P132S10|1400029|False|LegalRuleSentence|Moreover, although the Veteran is competent to describe his psychiatric symptoms, by regulation, PTSD is a condition that can only be diagnosed by a medical professional, according to 38 C.F.R. § 3.304(f).
95|151|1400029P133S1|1400029|False|FindingSentence|Although the Veteran is entitled to the benefit of the doubt where the evidence is in approximate balance, the benefit of the doubt doctrine is inapplicable where, as here, the preponderance of the evidence is service connection for PTSD.
96|152|1400029P133S1|1400029|False|CitationSentence|38 U.S.C.A. § 5107; Gilbert v. Derwinski, 1 Vet. App. 49, 53 (1990).
97|153|1607479P1S1,|1607479|False|Sentence|Citation Nr: 1607479
98|154|1607479P19S1|1607479|False|Sentence|FINDINGS OF FACT
99|155|1607479P20S1|1607479|False|Sentence|1.
100|158|1607479P20S2|1607479|False|FindingSentence|In giving the Veteran the benefit of the doubt, his unspecified bipolar disorder and unspecified anxiety disorder had their onset during service and have continued ever since.
101|159|1607479P21S1|1607479|False|Sentence|2.
102|161|1607479P21S2|1607479|False|FindingSentence|The Veteran does not have a diagnosis of PTSD linked to any corroborated inservice stressor.
103|162|1607479P25S1|1607479|False|Sentence|REASONS AND BASES FOR FINDINGS AND CONCLUSIONS
104|163|1607479P36S1|1607479|False|Sentence|Legal Analysis
105|164|1607479P37S1|1607479|False|LegalRuleSentence|Service connection may be established for disability resulting from personal injury suffered or disease contracted in line of duty in the active military, naval, or air service.
106|165|1607479P37S2|1607479|False|CitationSentence|38 U.S.C.A. §§ 1110, 1131.
107|166|1607479P37S3|1607479|False|LegalRuleSentence|That an injury or disease occurred in service is not enough; there must be chronic disability resulting from that injury or disease.
108|167|1607479P37S4|1607479|False|LegalRuleSentence|If there is no showing of a resulting chronic condition during service, then a showing of continuity of symptomatology after service is required to support a finding of chronicity.
109|168|1607479P37S5|1607479|False|CitationSentence|38 C.F.R. § 3.303(b).
110|169|1607479P37S6|1607479|False|LegalRuleSentence|Service connection may also be granted for any injury or disease diagnosed after discharge, when all the evidence, including that pertinent to service, establishes that the disease or injury was incurred in service.
111|170|1607479P37S7|1607479|False|CitationSentence|38 C.F.R. § 3.303(d).
112|171|1607479P37S8|1607479|False|LegalRuleSentence|Other specifically enumerated disorders, including arthritis, will be presumed to have been incurred in service if manifested to a compensable degree within the first year following separation from active duty.
113|172|1607479P37S9|1607479|False|CitationSentence|38 U.S.C.A. §§ 1101, 1112, 1113; 38 C.F.R. §§ 3.307, 3.309.
114|173|1607479P38S1|1607479|False|LegalRuleSentence|In Walker v. Shinseki, 708 F.3d 1331 (Fed. Cir. 2013), the Federal Circuit held that the theory of continuity of symptomatology can be used only in cases involving those conditions explicitly recognized as chronic in 38 C.F.R. § 3.309(a).
115|174|1607479P38S2|1607479|False|CitationSentence|Walker v. Shinseki, 708 F.3d 1331 (Fed. Cir. 2013).
116|175|1607479P38S3|1607479|False|Sentence|As discussed more thoroughly below, the Veteran is not diagnosed with a psychosis, which is recognized as a chronic disability in 38 C.F.R. § 3.309(a).
117|176|1607479P39S1|1607479|False|LegalRuleSentence|In relevant part, 38 U.S.C.A. § 1154(a) requires that VA give 'due consideration' to 'all pertinent medical and lay evidence' in evaluating a claim for disability benefits.
118|177|1607479P39S2|1607479|False|LegalRuleSentence|In order to establish direct service connection for a disorder, there must be (1) competent evidence of the current existence of the disability for which service connection is being claimed; (2) competent evidence of a disease contracted, an injury suffered, or an event witnessed or experienced in active service; and (3) competent evidence of a nexus or connection between the disease, injury, or event in service and the current disability.
119|178|1607479P39S3|1607479|False|CitationSentence|Davidson v. Shinseki, 581 F.3d 1313 (Fed. Cir. Sept. 14, 2009); cf. Gutierrez  v. Principi, 19 Vet. App. 1, 5 (2004) (citing Hickson v. West, 12 Vet. App. 247, 253 (1999)).
120|179|1607479P39S4|1607479|False|LegalRuleSentence|"In many cases, medical evidence is required to meet the requirement that the evidence be ""competent."""
121|180|1607479P39S5|1607479|False|LegalRuleSentence|"However, when a condition may be diagnosed by its unique and readily identifiable features, the presence of the disorder is not a determination ""medical in nature"" and is capable of lay observation."
122|181|1607479P39S6|1607479|False|CitationSentence|Barr v. Nicholson, 21 Vet. App. 303, 309 (2007).
123|182|1607479P40S1|1607479|False|LegalRuleSentence|Entitlement to service connection for PTSD requires: (1) medical evidence diagnosing the condition in accordance with 38 C.F.R. § 4.125(a); (2) a link, established by medical evidence, between current symptoms and an in-service stressor; and (3) credible supporting evidence that the claimed in-service stressor occurred.
124|183|1607479P40S2|1607479|False|CitationSentence|38 C.F.R. § 3.304(f).
125|184|1607479P41S1|1607479|False|LegalRuleSentence|If the evidence establishes that a veteran engaged in combat with the enemy and the claimed stressor is related to that combat, in the absence of clear and convincing evidence to the contrary and provided that the claimed stressor is consistent with the circumstances, conditions, or hardships of the veteran's service, the veteran's lay testimony alone may establish the occurrence of the claimed in-service stressor.
126|185|1607479P41S2|1607479|False|CitationSentence|38 C.F.R. § 3.304(f)(2).
127|186|1607479P42S1|1607479|False|LegalRuleSentence|Where the claimed stressor is not related to combat, a veteran's lay testimony alone will not be enough to establish the occurrence of the alleged stressor.
128|187|1607479P42S2|1607479|False|CitationSentence|See Moreau v. Brown, 9 Vet. App. 389, 395 (1996); Dizoglio v. Brown, 9 Vet. App. 163, 166 (1996).
129|188|1607479P42S3|1607479|False|LegalRuleSentence|In such cases, the record must contain service records or other corroborative evidence which substantiates or verifies the veteran's testimony or statements as to the occurrence of the claimed stressor.
130|189|1607479P42S4|1607479|False|CitationSentence|See West (Carlton) v. Brown, 7 Vet. App. 70, 76 (1994); Zarycki v. Brown, 6 Vet. App. 91, 98 (1993).
131|190|1607479P43S1|1607479|False|LegalRuleSentence|Generally, a medical opinion diagnosing PTSD does not suffice to verify the occurrence of a claimed in-service stressor.
132|191|1607479P43S2|1607479|False|CitationSentence|See Moreau v. Brown, 9 Vet. App. 389, 395-396 (1996); Cohen v. Brown, 10 Vet. App. 128, 142 (1997).
133|192|1607479P43S3|1607479|False|LegalRuleSentence|"However, in the context of a PTSD claim based on personal assault, the United States Court of Appeals for the Federal Circuit (Federal Circuit) distinguished the holding in Moreau v. Brown, 9 Vet. App. 389 (1996), and held ""medical opinion evidence may be submitted for use in determining whether the occurrence of a stressor is corroborated."""
134|193|1607479P43S4|1607479|False|CitationSentence|Menegassi v. Shinseki, 638 F.3d 1379, 1382 (Fed. Cir. 2011); see also Bradford v. Nicholson, 20 Vet. App. 200, 207 (2006); Patton v. West, 12 Vet. App. 272, 280 (1999).
135|194|1607479P43S5|1607479|False|LegalRuleSentence|Thus, courts have made plain that, a claim for service connection for PTSD based on in-service personal assault, favorable medical evidence diagnosing PTSD based on the Veteran's account of in-service assault must be weighed against all other evidence of record when determining whether the claimed in-service personal assault has been corroborated.
136|195|1607479P43S6|1607479|False|CitationSentence|See Menegassi, 638 F.3d at 1382 n.1.
137|196|1607479P44S1|1607479|False|LegalRuleSentence|Additionally, if a PTSD claim is based on in-service personal assault, evidence from sources other than a veteran's service records may corroborate the claimant's account of the stressor incident.
138|197|1607479P44S2|1607479|False|LegalRuleSentence|Examples of such evidence include, but are not limited to: records from law enforcement authorities, rape crisis centers, mental health counseling centers, hospitals, or physicians; pregnancy tests or tests for sexually transmitted diseases; and statements from family members, roommates, fellow service members, or clergy.
139|198|1607479P44S3|1607479|False|LegalRuleSentence|Evidence of behavior changes following the claimed assault is one type of relevant evidence that may be found in these sources.
140|199|1607479P44S4|1607479|False|LegalRuleSentence|Examples of behavior changes that may constitute credible evidence of the stressor include, but are not limited to: a request for a transfer to another military duty assignment; deterioration in work performance; substance abuse; episodes of depression, panic attacks, or anxiety without an identifiable cause; or unexplained economic or social behavior changes.
141|200|1607479P45S1|1607479|False|LegalRuleSentence|VA will not deny a PTSD claim that is based on in-service personal assault without first advising the claimant that evidence from sources other than the veteran's service records or evidence of behavior changes may constitute credible supporting evidence of the stressor and allowing him or her the opportunity to furnish this type of evidence or advise VA of potential sources of such evidence.
142|201|1607479P45S2|1607479|False|LegalRuleSentence|VA may submit any evidence that it receives to an appropriate medical or mental health professional for an opinion as to whether it indicates that a personal assault occurred.
143|202|1607479P45S3|1607479|False|CitationSentence|38 C.F.R. § 3.304(f)(3).
144|203|1607479P46S1|1607479|False|LegalRuleSentence|In rendering a decision on appeal, the Board must analyze the credibility and probative value of the evidence, account for the evidence which it finds to be persuasive or unpersuasive, and provide the reasons for its rejection of any material evidence favorable to the claimant.
145|204|1607479P46S2|1607479|False|CitationSentence|See Gabrielson v. Brown, 7 Vet. App. 36, 39-40 (1994); Gilbert v. Derwinski, 1 Vet. App. 49, 57 (1990).
146|205|1607479P46S3|1607479|False|LegalRuleSentence|When there is an approximate balance of positive and negative evidence regarding any issue material to the determination of a matter, the benefit of the doubt shall be given to the claimant.
147|206|1607479P46S4|1607479|False|CitationSentence|38 U.S.C.A. § 5107(b).
148|207|1607479P46S5|1607479|False|LegalRuleSentence|When a reasonable doubt arises regarding service origin, such doubt will be resolved in the favor of the claimant.
149|208|1607479P46S6|1607479|False|LegalRuleSentence|Reasonable doubt is doubt which exists because of an approximate balance of positive and negative evidence which does not satisfactorily prove or disprove the claim.
150|209|1607479P46S7|1607479|False|CitationSentence|38 C.F.R. § 3.102.
151|210|1607479P46S8|1607479|False|LegalRuleSentence|The question is whether the evidence supports the claim or is in relative equipoise, with the claimant prevailing in either event, or whether a fair preponderance of the evidence is against the claim, in which event the claim must be denied.
152|211|1607479P46S9|1607479|False|CitationSentence|See Gilbert, 1 Vet. App. at 54.
153|213|1607479P47S1|1607479|False|EvidenceSentence|The Veteran contends that his psychiatric disability began after he was assaulted by a German police officer while stationed in Germany.
154|215|1607479P47S2|1607479|False|EvidenceSentence|He also contends that he suffers from PTSD as a result of a live fire training exercise in which ammunition exploded close to him.
155|217|1607479P48S1|1607479|False|EvidenceSentence|The Veteran's July 1961 entrance and May 1964 discharge examination reports note normal psychiatric examination.
156|219|1607479P48S2|1607479|False|EvidenceSentence|In the May 1964 Report of Medical History he denied nervous trouble of any sort, depression or excessive worry, or frequent or terrifying nightmares.
157|221|1607479P48S3|1607479|False|EvidenceSentence|An April 1, 1964 service treatment record notes that the Veteran was somewhat nervous.
158|223|1607479P48S4|1607479|False|EvidenceSentence|It was also noted that he was seen by neuropsychiatric the week prior and that the Veteran was doing somewhat better but was still nervous.
159|225|1607479P48S5|1607479|False|EvidenceSentence|An April 6, 1964 service treatment record notes that psychiatric consult from March 1964 suicidal ideation and restlessness, and that the Veteran still seemed anxious.
160|227|1607479P48S6|1607479|False|EvidenceSentence|An April 15, 1964  service treatment record notes an impression of anxiety reaction.
161|229|1607479P48S7|1607479|False|EvidenceSentence|"An April 1964 service treatment record reflects that the Veteran had ""anxiety reaction."
162|231|1607479P49S1|1607479|False|EvidenceSentence|A United States Army Europe car registration certificate indicated that the Veteran registered a 1962 Ford Taurus in August 1963.
163|233|1607479P50S1|1607479|False|EvidenceSentence|An October 1978 private treatment summary indicates that the Veteran had been in treatment since 1975 for nervousness as a result of marital discord, and he was reportedly seen every month or two since that time.
164|235|1607479P50S2|1607479|False|EvidenceSentence|His condition was treated with various prescription medications.
165|237|1607479P50S3|1607479|False|EvidenceSentence|"The Veteran reportedly functioned ""fairly well"" until August 1978, when his wife left him."
166|239|1607479P50S4|1607479|False|EvidenceSentence|"His last treatment was reported to have occurred a week after this event and his condition was ""very poor."""
167|241|1607479P51S1|1607479|False|EvidenceSentence|The Veteran's employment records reflect several absenteeism counseling sessions beginning in July 1975.
168|243|1607479P51S2|1607479|False|EvidenceSentence|"A November 1978 physician's certificate indicates that the Veteran had been absent from work due to ""feeling depressed and unable to cope with his daily responsibilities."""
169|246|1607479P52S1|1607479|False|EvidenceSentence|"An April 1979 physician's certificate indicates that he had been diagnosed with anxiety neurosis rule-out passive-aggressive personality, and stated that he ""appear[ed] to be suffering from [a] depraved childhood and continued inadequate personal adjustments since."""
170|249|1607479P52S2|1607479|False|EvidenceSentence|Alcoholism was noted in a June 1986 physician's certificate, while improved chemical dependency, depression and anxiety were noted in a February 1991 physician's certificate.
171|252|1607479P53S1|1607479|False|EvidenceSentence|"A July 1991 note from a private physician indicates that the Veteran was anxious about possible termination of employment due to conflicts with his supervisor, and noted that he was a ""very angry individual who suffers from anxiety, depression, and has a history of chemical abuse."""
172|254|1607479P53S2|1607479|False|EvidenceSentence|"An undated letter written by the Veteran described his difficulties working with his supervisor and attributed his anxiety and depression to the ""intolerable stress"" that this circumstance caused."
173|256|1607479P54S1|1607479|False|EvidenceSentence|Diagnoses of a major depressive episode with mild psychotic features, as well as a history of substance abuse and avoidant personality disorder with passive, aggressive traits, were made in a January 1991 private hospitalization discharge summary.
